date,price
14 December 2018,"₹3,154"
15 December 2018,"₹3,154"
16 December 2018,"₹3,154"
17 December 2018,"₹3,147"
18 December 2018,"₹3,126"
19 December 2018,"₹3,116"
20 December 2018,"₹3,121"
21 December 2018,"₹3,125"
22 December 2018,"₹3,119"
23 December 2018,"₹3,119"
24 December 2018,"₹3,136"
25 December 2018,"₹3,147"
27 December 2018,"₹6,325"
28 December 2018,"₹3,174"
29 December 2018,"₹3,164"
30 December 2018,"₹3,164"
31 December 2018,"₹3,140"
01 January 2019,"₹3,141"
02 January 2019,"₹3,163"
03 January 2019,"₹3,179"
04 January 2019,"₹3,147"
05 January 2019,"₹3,146"
06 January 2019,"₹3,146"
07 January 2019,"₹3,165"
08 January 2019,"₹3,173"
09 January 2019,"₹3,196"
10 January 2019,"₹3,188"
11 January 2019,"₹3,194"
12 January 2019,"₹3,192"
13 January 2019,"₹3,192"
14 January 2019,"₹3,213"
15 January 2019,"₹3,217"
16 January 2019,"₹3,228"
17 January 2019,"₹3,225"
18 January 2019,"₹3,208"
19 January 2019,"₹3,210"
20 January 2019,"₹3,210"
21 January 2019,"₹3,205"
22 January 2019,"₹3,213"
23 January 2019,"₹3,215"
24 January 2019,"₹3,202"
25 January 2019,"₹3,233"
26 January 2019,"₹3,235"
27 January 2019,"₹3,235"
28 January 2019,"₹3,254"
29 January 2019,"₹3,286"
30 January 2019,"₹3,289"
31 January 2019,"₹3,305"
01 February 2019,"₹3,331"
02 February 2019,"₹3,341"
03 February 2019,"₹3,341"
04 February 2019,"₹3,335"
05 February 2019,"₹3,335"
06 February 2019,"₹3,333"
07 February 2019,"₹3,317"
08 February 2019,"₹3,322"
09 February 2019,"₹3,323"
10 February 2019,"₹3,323"
11 February 2019,"₹3,305"
12 February 2019,"₹3,282"
13 February 2019,"₹3,302"
14 February 2019,"₹3,308"
15 February 2019,"₹3,337"
16 February 2019,"₹3,340"
17 February 2019,"₹3,340"
18 February 2019,"₹3,360"
19 February 2019,"₹3,388"
20 February 2019,"₹3,388"
21 February 2019,"₹3,349"
22 February 2019,"₹3,352"
23 February 2019,"₹3,350"
24 February 2019,"₹3,350"
25 February 2019,"₹3,332"
26 February 2019,"₹3,338"
27 February 2019,"₹3,329"
28 February 2019,"₹3,299"
01 March 2019,"₹3,269"
02 March 2019,"₹3,266"
03 March 2019,"₹3,266"
04 March 2019,"₹3,237"
05 March 2019,"₹3,209"
06 March 2019,"₹3,195"
07 March 2019,"₹3,192"
08 March 2019,"₹3,216"
09 March 2019,"₹3,220"
10 March 2019,"₹3,220"
11 March 2019,"₹3,189"
12 March 2019,"₹3,200"
13 March 2019,"₹3,221"
14 March 2019,"₹3,181"
15 March 2019,"₹3,183"
16 March 2019,"₹3,184"
17 March 2019,"₹3,184"
18 March 2019,"₹3,166"
19 March 2019,"₹3,198"
20 March 2019,"₹3,170"
21 March 2019,"₹3,180"
22 March 2019,"₹3,216"
23 March 2019,"₹3,215"
24 March 2019,"₹3,215"
25 March 2019,"₹3,222"
26 March 2019,"₹3,211"
27 March 2019,"₹3,201"
28 March 2019,"₹3,161"
29 March 2019,"₹3,175"
30 March 2019,"₹3,170"
31 March 2019,"₹3,170"
01 April 2019,"₹3,151"
02 April 2019,"₹3,146"
03 April 2019,"₹3,144"
04 April 2019,"₹3,181"
05 April 2019,"₹3,160"
06 April 2019,"₹3,188"
07 April 2019,"₹3,188"
08 April 2019,"₹3,219"
09 April 2019,"₹3,221"
10 April 2019,"₹3,229"
11 April 2019,"₹3,175"
12 April 2019,"₹3,187"
13 April 2019,"₹3,187"
14 April 2019,"₹3,187"
15 April 2019,"₹3,186"
16 April 2019,"₹3,153"
17 April 2019,"₹3,148"
18 April 2019,"₹3,145"
19 April 2019,"₹3,147"
20 April 2019,"₹3,147"
21 April 2019,"₹3,147"
22 April 2019,"₹3,159"
23 April 2019,"₹3,156"
24 April 2019,"₹3,162"
25 April 2019,"₹3,185"
26 April 2019,"₹3,197"
27 April 2019,"₹3,194"
28 April 2019,"₹3,194"
29 April 2019,"₹3,194"
30 April 2019,"₹3,175"
01 May 2019,"₹3,176"
02 May 2019,"₹3,135"
03 May 2019,"₹3,145"
04 May 2019,"₹3,146"
05 May 2019,"₹3,146"
06 May 2019,"₹3,155"
07 May 2019,"₹3,173"
08 May 2019,"₹3,168"
09 May 2019,"₹3,190"
10 May 2019,"₹3,190"
11 May 2019,"₹3,190"
12 May 2019,"₹3,190"
13 May 2019,"₹3,249"
14 May 2019,"₹3,224"
15 May 2019,"₹3,226"
16 May 2019,"₹3,198"
17 May 2019,"₹3,179"
18 May 2019,"₹3,180"
19 May 2019,"₹3,180"
20 May 2019,"₹3,154"
21 May 2019,"₹3,142"
22 May 2019,"₹3,142"
23 May 2019,"₹3,166"
24 May 2019,"₹3,153"
25 May 2019,"₹3,153"
26 May 2019,"₹3,153"
27 May 2019,"₹3,162"
28 May 2019,"₹3,155"
29 May 2019,"₹3,174"
30 May 2019,"₹3,180"
31 May 2019,"₹3,212"
01 June 2019,"₹3,207"
02 June 2019,"₹3,207"
03 June 2019,"₹3,243"
04 June 2019,"₹3,249"
05 June 2019,"₹3,279"
06 June 2019,"₹3,281"
07 June 2019,"₹3,295"
08 June 2019,"₹3,294"
09 June 2019,"₹3,294"
10 June 2019,"₹3,267"
11 June 2019,"₹3,264"
12 June 2019,"₹3,275"
13 June 2019,"₹3,298"
14 June 2019,"₹3,304"
15 June 2019,"₹3,307"
16 June 2019,"₹3,307"
17 June 2019,"₹3,301"
18 June 2019,"₹3,304"
19 June 2019,"₹3,308"
20 June 2019,"₹3,402"
21 June 2019,"₹3,416"
22 June 2019,"₹3,418"
23 June 2019,"₹3,418"
24 June 2019,"₹3,446"
25 June 2019,"₹3,457"
26 June 2019,"₹3,439"
27 June 2019,"₹3,417"
28 June 2019,"₹3,420"
29 June 2019,"₹3,420"
30 June 2019,"₹3,420"
01 July 2019,"₹3,365"
02 July 2019,"₹3,402"
03 July 2019,"₹3,423"
04 July 2019,"₹3,424"
05 July 2019,"₹3,459"
06 July 2019,"₹3,456"
07 July 2019,"₹3,456"
08 July 2019,"₹3,458"
09 July 2019,"₹3,460"
10 July 2019,"₹3,487"
11 July 2019,"₹3,469"
12 July 2019,"₹3,495"
13 July 2019,"₹3,494"
14 July 2019,"₹3,494"
15 July 2019,"₹3,488"
16 July 2019,"₹3,482"
17 July 2019,"₹3,510"
18 July 2019,"₹3,519"
19 July 2019,"₹3,502"
20 July 2019,"₹3,505"
21 July 2019,"₹3,505"
22 July 2019,"₹3,513"
23 July 2019,"₹3,503"
24 July 2019,"₹3,505"
25 July 2019,"₹3,483"
26 July 2019,"₹3,478"
27 July 2019,"₹3,477"
28 July 2019,"₹3,477"
29 July 2019,"₹3,471"
30 July 2019,"₹3,455"
31 July 2019,"₹3,453"
01 August 2019,"₹3,500"
02 August 2019,"₹3,558"
03 August 2019,"₹3,555"
04 August 2019,"₹3,555"
05 August 2019,"₹3,654"
06 August 2019,"₹3,751"
07 August 2019,"₹3,820"
08 August 2019,"₹3,779"
09 August 2019,"₹3,800"
10 August 2019,"₹3,798"
11 August 2019,"₹3,798"
12 August 2019,"₹3,824"
13 August 2019,"₹3,779"
14 August 2019,"₹3,816"
15 August 2019,"₹3,820"
16 August 2019,"₹3,796"
17 August 2019,"₹3,801"
18 August 2019,"₹3,801"
19 August 2019,"₹3,783"
20 August 2019,"₹3,802"
21 August 2019,"₹3,800"
22 August 2019,"₹3,815"
23 August 2019,"₹3,876"
24 August 2019,"₹3,881"
25 August 2019,"₹3,881"
26 August 2019,"₹3,883"
27 August 2019,"₹3,904"
28 August 2019,"₹3,919"
29 August 2019,"₹3,879"
30 August 2019,"₹3,866"
31 August 2019,"₹3,866"
01 September 2019,"₹3,866"
02 September 2019,"₹3,912"
03 September 2019,"₹3,969"
04 September 2019,"₹3,985"
05 September 2019,"₹3,890"
06 September 2019,"₹3,858"
07 September 2019,"₹3,857"
08 September 2019,"₹3,857"
09 September 2019,"₹3,849"
10 September 2019,"₹3,825"
11 September 2019,"₹3,797"
12 September 2019,"₹3,772"
13 September 2019,"₹3,752"
14 September 2019,"₹3,752"
15 September 2019,"₹3,752"
16 September 2019,"₹3,820"
17 September 2019,"₹3,800"
18 September 2019,"₹3,786"
19 September 2019,"₹3,772"
20 September 2019,"₹3,772"
21 September 2019,"₹3,773"
22 September 2019,"₹3,773"
23 September 2019,"₹3,793"
24 September 2019,"₹3,812"
25 September 2019,"₹3,761"
26 September 2019,"₹3,780"
27 September 2019,"₹3,776"
28 September 2019,"₹3,774"
29 September 2019,"₹3,774"
30 September 2019,"₹3,689"
01 October 2019,"₹3,730"
02 October 2019,"₹3,733"
03 October 2019,"₹3,800"
04 October 2019,"₹3,807"
05 October 2019,"₹3,832"
06 October 2019,"₹3,832"
07 October 2019,"₹3,808"
08 October 2019,"₹3,841"
09 October 2019,"₹3,850"
10 October 2019,"₹3,814"
11 October 2019,"₹3,785"
12 October 2019,"₹3,786"
13 October 2019,"₹3,786"
14 October 2019,"₹3,825"
15 October 2019,"₹3,804"
16 October 2019,"₹3,822"
17 October 2019,"₹3,821"
18 October 2019,"₹3,809"
19 October 2019,"₹3,809"
20 October 2019,"₹3,809"
21 October 2019,"₹3,809"
22 October 2019,"₹3,790"
23 October 2019,"₹3,800"
24 October 2019,"₹3,837"
25 October 2019,"₹3,827"
26 October 2019,"₹3,828"
27 October 2019,"₹3,829"
28 October 2019,"₹3,791"
29 October 2019,"₹3,790"
30 October 2019,"₹3,809"
31 October 2019,"₹3,858"
01 November 2019,"₹3,831"
02 November 2019,"₹3,832"
03 November 2019,"₹3,832"
04 November 2019,"₹3,844"
05 November 2019,"₹3,793"
06 November 2019,"₹3,821"
07 November 2019,"₹3,756"
08 November 2019,"₹3,768"
09 November 2019,"₹3,769"
10 November 2019,"₹3,769"
11 November 2019,"₹3,768"
12 November 2019,"₹3,772"
13 November 2019,"₹3,809"
14 November 2019,"₹3,824"
15 November 2019,"₹3,798"
16 November 2019,"₹3,797"
17 November 2019,"₹3,797"
18 November 2019,"₹3,821"
19 November 2019,"₹3,822"
20 November 2019,"₹3,802"
21 November 2019,"₹3,799"
22 November 2019,"₹3,792"
23 November 2019,"₹3,790"
24 November 2019,"₹3,790"
25 November 2019,"₹3,773"
26 November 2019,"₹3,770"
27 November 2019,"₹3,758"
28 November 2019,"₹3,768"
29 November 2019,"₹3,804"
30 November 2019,"₹3,803"
01 December 2019,"₹3,803"
02 December 2019,"₹3,795"
03 December 2019,"₹3,840"
04 December 2019,"₹3,816"
05 December 2019,"₹3,824"
06 December 2019,"₹3,772"
07 December 2019,"₹3,769"
08 December 2019,"₹3,769"
09 December 2019,"₹3,760"
10 December 2019,"₹3,758"
11 December 2019,"₹3,770"
12 December 2019,"₹3,755"
13 December 2019,"₹3,774"
14 December 2019,"₹3,781"
15 December 2019,"₹3,781"
16 December 2019,"₹3,786"
17 December 2019,"₹3,793"
18 December 2019,"₹3,791"
19 December 2019,"₹3,807"
20 December 2019,"₹3,803"
21 December 2019,"₹3,798"
22 December 2019,"₹3,798"
23 December 2019,"₹3,821"
24 December 2019,"₹3,861"
25 December 2019,"₹3,865"
26 December 2019,"₹3,887"
27 December 2019,"₹3,907"
28 December 2019,"₹3,909"
29 December 2019,"₹3,909"
30 December 2019,"₹3,900"
31 December 2019,"₹3,911"
01 January 2020,"₹3,909"
02 January 2020,"₹3,927"
03 January 2020,"₹4,008"
04 January 2020,"₹4,013"
05 January 2020,"₹4,013"
06 January 2020,"₹4,045"
07 January 2020,"₹4,066"
08 January 2020,"₹4,008"
09 January 2020,"₹3,978"
10 January 2020,"₹3,986"
11 January 2020,"₹3,987"
12 January 2020,"₹3,987"
13 January 2020,"₹3,957"
14 January 2020,"₹3,944"
15 January 2020,"₹3,959"
16 January 2020,"₹3,968"
17 January 2020,"₹3,991"
18 January 2020,"₹3,997"
19 January 2020,"₹3,997"
20 January 2020,"₹3,996"
21 January 2020,"₹3,992"
22 January 2020,"₹3,990"
23 January 2020,"₹4,028"
24 January 2020,"₹4,032"
25 January 2020,"₹4,037"
26 January 2020,"₹4,037"
27 January 2020,"₹4,057"
28 January 2020,"₹4,016"
29 January 2020,"₹4,033"
30 January 2020,"₹4,095"
31 January 2020,"₹4,099"
01 February 2020,"₹4,123"
02 February 2020,"₹4,123"
03 February 2020,"₹4,065"
04 February 2020,"₹4,012"
05 February 2020,"₹4,023"
06 February 2020,"₹4,036"
07 February 2020,"₹4,061"
08 February 2020,"₹4,066"
09 February 2020,"₹4,065"
10 February 2020,"₹4,067"
11 February 2020,"₹4,041"
12 February 2020,"₹4,048"
13 February 2020,"₹4,063"
14 February 2020,"₹4,068"
15 February 2020,"₹4,100"
16 February 2020,"₹4,098"
17 February 2020,"₹4,078"
18 February 2020,"₹4,142"
19 February 2020,"₹4,158"
20 February 2020,"₹4,206"
21 February 2020,"₹4,266"
22 February 2020,"₹4,270"
23 February 2020,"₹8,540"
24 February 2020,"₹4,353"
25 February 2020,"₹4,275"
26 February 2020,"₹4,251"
27 February 2020,"₹4,234"
28 February 2020,"₹4,150"
29 February 2020,"₹4,141"
01 March 2020,"₹8,260"
02 March 2020,"₹4,204"
03 March 2020,"₹4,341"
04 March 2020,"₹4,356"
05 March 2020,"₹4,440"
06 March 2020,"₹4,404"
07 March 2020,"₹4,423"
08 March 2020,"₹4,424"
09 March 2020,"₹4,436"
10 March 2020,"₹4,374"
11 March 2020,"₹4,340"
12 March 2020,"₹4,228"
13 March 2020,"₹4,029"
14 March 2020,"₹4,046"
15 March 2020,"₹4,046"
16 March 2020,"₹3,963"
17 March 2020,"₹4,033"
18 March 2020,"₹3,982"
19 March 2020,"₹3,982"
20 March 2020,"₹4,038"
21 March 2020,"₹4,038"
22 March 2020,"₹4,038"
23 March 2020,"₹4,124"
24 March 2020,"₹4,127"
25 March 2020,"₹4,215"
26 March 2020,"₹4,360"
27 March 2020,"₹4,353"
28 March 2020,"₹4,356"
29 March 2020,"₹4,356"
30 March 2020,"₹4,380"
31 March 2020,"₹4,325"
01 April 2020,"₹4,350"
02 April 2020,"₹4,350"
03 April 2020,"₹4,365"
04 April 2020,"₹4,365"
05 April 2020,"₹4,371"
06 April 2020,"₹4,372"
07 April 2020,"₹4,512"
08 April 2020,"₹4,493"
09 April 2020,"₹4,531"
10 April 2020,"₹4,531"
11 April 2020,"₹4,530"
12 April 2020,"₹4,530"
13 April 2020,"₹4,627"
14 April 2020,"₹4,627"
15 April 2020,"₹4,672"
16 April 2020,"₹4,728"
17 April 2020,"₹4,566"
18 April 2020,"₹4,566"
19 April 2020,"₹4,566"
20 April 2020,"₹4,571"
21 April 2020,"₹4,535"
22 April 2020,"₹4,618"
23 April 2020,"₹4,662"
24 April 2020,"₹4,651"
25 April 2020,"₹4,660"
26 April 2020,"₹4,660"
27 April 2020,"₹4,626"
28 April 2020,"₹4,579"
29 April 2020,"₹4,569"
30 April 2020,"₹4,535"
01 May 2020,"₹4,511"
02 May 2020,"₹4,556"
03 May 2020,"₹4,556"
04 May 2020,"₹4,566"
05 May 2020,"₹4,548"
06 May 2020,"₹4,547"
07 May 2020,"₹4,554"
08 May 2020,"₹4,603"
09 May 2020,"₹4,585"
10 May 2020,"₹4,585"
11 May 2020,"₹4,574"
12 May 2020,"₹4,578"
13 May 2020,"₹4,595"
14 May 2020,"₹4,663"
15 May 2020,"₹4,715"
16 May 2020,"₹4,736"
17 May 2020,"₹4,736"
18 May 2020,"₹4,698"
19 May 2020,"₹4,712"
20 May 2020,"₹4,693"
21 May 2020,"₹4,630"
22 May 2020,"₹4,698"
23 May 2020,"₹4,706"
24 May 2020,"₹4,706"
25 May 2020,"₹4,685"
26 May 2020,"₹4,643"
27 May 2020,"₹4,610"
28 May 2020,"₹4,669"
29 May 2020,"₹4,681"
30 May 2020,"₹4,656"
31 May 2020,"₹4,656"
01 June 2020,"₹4,683"
02 June 2020,"₹4,683"
03 June 2020,"₹4,590"
04 June 2020,"₹4,660"
05 June 2020,"₹4,675"
06 June 2020,"₹4,574"
07 June 2020,"₹4,574"
08 June 2020,"₹4,602"
09 June 2020,"₹4,662"
10 June 2020,"₹4,676"
11 June 2020,"₹4,759"
12 June 2020,"₹4,752"
13 June 2020,"₹4,736"
14 June 2020,"₹4,736"
15 June 2020,"₹4,692"
16 June 2020,"₹4,722"
17 June 2020,"₹4,738"
18 June 2020,"₹4,723"
19 June 2020,"₹4,772"
20 June 2020,"₹4,793"
21 June 2020,"₹4,793"
22 June 2020,"₹4,809"
23 June 2020,"₹4,814"
24 June 2020,"₹4,831"
25 June 2020,"₹4,796"
26 June 2020,"₹4,784"
27 June 2020,"₹4,832"
28 June 2020,"₹4,832"
29 June 2020,"₹4,836"
30 June 2020,"₹4,864"
01 July 2020,"₹4,819"
02 July 2020,"₹4,814"
03 July 2020,"₹4,805"
04 July 2020,"₹4,805"
05 July 2020,"₹4,805"
06 July 2020,"₹4,815"
07 July 2020,"₹4,868"
08 July 2020,"₹4,929"
09 July 2020,"₹4,903"
10 July 2020,"₹4,902"
11 July 2020,"₹4,888"
12 July 2020,"₹4,888"
13 July 2020,"₹4,902"
14 July 2020,"₹4,923"
15 July 2020,"₹4,909"
16 July 2020,"₹4,904"
17 July 2020,"₹4,894"
18 July 2020,"₹4,897"
19 July 2020,"₹4,897"
20 July 2020,"₹4,911"
21 July 2020,"₹4,941"
22 July 2020,"₹4,991"
23 July 2020,"₹5,064"
24 July 2020,"₹5,104"
25 July 2020,"₹5,101"
26 July 2020,"₹5,101"
27 July 2020,"₹5,210"
28 July 2020,"₹5,255"
29 July 2020,"₹5,275"
30 July 2020,"₹5,285"
31 July 2020,"₹5,350"
01 August 2020,"₹5,385"
02 August 2020,"₹5,385"
03 August 2020,"₹5,389"
04 August 2020,"₹5,420"
05 August 2020,"₹5,407"
06 August 2020,"₹5,576"
07 August 2020,"₹5,528"
08 August 2020,"₹5,487"
09 August 2020,"₹5,487"
10 August 2020,"₹5,522"
11 August 2020,"₹5,246"
12 August 2020,"₹5,218"
13 August 2020,"₹5,239"
14 August 2020,"₹5,247"
15 August 2020,"₹5,218"
16 August 2020,"₹5,218"
17 August 2020,"₹5,328"
18 August 2020,"₹5,311"
19 August 2020,"₹5,279"
20 August 2020,"₹5,213"
21 August 2020,"₹5,192"
22 August 2020,"₹5,199"
23 August 2020,"₹5,199"
24 August 2020,"₹5,137"
25 August 2020,"₹5,095"
26 August 2020,"₹5,152"
27 August 2020,"₹5,076"
28 August 2020,"₹5,130"
29 August 2020,"₹5,140"
30 August 2020,"₹5,140"
31 August 2020,"₹5,165"
01 September 2020,"₹5,153"
02 September 2020,"₹5,096"
03 September 2020,"₹5,075"
04 September 2020,"₹5,062"
05 September 2020,"₹5,074"
06 September 2020,"₹5,074"
07 September 2020,"₹5,086"
08 September 2020,"₹5,087"
09 September 2020,"₹5,142"
10 September 2020,"₹5,168"
11 September 2020,"₹5,156"
12 September 2020,"₹5,133"
13 September 2020,"₹5,133"
14 September 2020,"₹5,177"
15 September 2020,"₹5,164"
16 September 2020,"₹5,189"
17 September 2020,"₹5,148"
18 September 2020,"₹5,165"
19 September 2020,"₹5,172"
20 September 2020,"₹5,173"
21 September 2020,"₹5,008"
22 September 2020,"₹5,035"
23 September 2020,"₹4,962"
24 September 2020,"₹4,954"
25 September 2020,"₹4,965"
26 September 2020,"₹4,969"
27 September 2020,"₹4,969"
28 September 2020,"₹4,975"
29 September 2020,"₹5,041"
30 September 2020,"₹5,050"
01 October 2020,"₹5,064"
02 October 2020,"₹5,064"
03 October 2020,"₹5,064"
04 October 2020,"₹5,064"
05 October 2020,"₹5,010"
06 October 2020,"₹5,088"
07 October 2020,"₹4,996"
08 October 2020,"₹5,012"
09 October 2020,"₹5,092"
10 October 2020,"₹5,083"
11 October 2020,"₹5,086"
12 October 2020,"₹5,113"
13 October 2020,"₹5,024"
14 October 2020,"₹5,065"
15 October 2020,"₹5,046"
16 October 2020,"₹5,052"
17 October 2020,"₹5,055"
18 October 2020,"₹5,055"
19 October 2020,"₹5,070"
20 October 2020,"₹5,082"
21 October 2020,"₹5,143"
